ticker,expiry,option_type,spot,strike,mid,t,r,df
SPY,2026-08-21,call,751.280029296875,600.0,151.24,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,605.0,146.245,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,610.0,140.995,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,615.0,136.435,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,620.0,131.74,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,625.0,126.565,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,630.0,121.645,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,635.0,116.99,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,640.0,111.79,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,645.0,107.325,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,650.0,102.195,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,651.0,101.185,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,652.0,100.43,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,654.0,98.275,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,655.0,97.09,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,656.0,96.545,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,657.0,95.415,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,658.0,94.545,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,659.0,93.69,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,660.0,92.17,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,661.0,91.59,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,662.0,90.76,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,663.0,89.565,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,664.0,88.60499999999999,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,665.0,87.53,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,666.0,86.43,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,667.0,85.91499999999999,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,668.0,85.02,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,669.0,84.04499999999999,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,670.0,82.935,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,671.0,82.08500000000001,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,672.0,81.125,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,673.0,80.325,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,674.0,79.23500000000001,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,675.0,78.15,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,676.0,77.33,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,677.0,76.255,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,678.0,75.195,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,679.0,74.35499999999999,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,680.0,73.735,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,681.0,72.38499999999999,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,682.0,71.42500000000001,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,683.0,70.7,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,684.0,69.73,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,685.0,68.61500000000001,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,686.0,67.875,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,687.0,66.805,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,688.0,65.785,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,689.0,63.975,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,690.0,63.96,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,691.0,63.005,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,692.0,62.295,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,693.0,61.15,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,694.0,60.395,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,695.0,59.53,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,696.0,58.375,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,697.0,57.455,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,698.0,56.765,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,699.0,55.7,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,700.0,54.765,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,701.0,53.98,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,702.0,52.855,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,703.0,51.98,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,704.0,51.88,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,705.0,50.195,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,706.0,49.385000000000005,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,707.0,48.58,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,708.0,47.73,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,709.0,46.79,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,710.0,45.915,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,711.0,44.89,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,712.0,44.0,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,713.0,43.08,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,714.0,42.260000000000005,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,715.0,40.620000000000005,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,716.0,40.605,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,717.0,39.675,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,718.0,38.84,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,719.0,37.995,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,720.0,36.6,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,721.0,36.31,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,722.0,35.47,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,723.0,34.645,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,724.0,33.870000000000005,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,725.0,32.975,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,726.0,32.3,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,727.0,31.39,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,728.0,30.595,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,729.0,29.19,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,730.0,28.995,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,731.0,28.22,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,732.0,27.425,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,733.0,26.585,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,734.0,25.895,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,735.0,25.19,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,736.0,23.765,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,737.0,23.68,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,738.0,22.955,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,739.0,22.225,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,740.0,21.51,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,741.0,20.815,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,742.0,20.11,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,743.0,19.495,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,744.0,18.76,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,745.0,18.085,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,746.0,17.43,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,747.0,16.785,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,748.0,16.155,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,749.0,15.515,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,750.0,14.94,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,751.0,14.345,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,752.0,13.745,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,753.0,13.18,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,754.0,12.63,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,755.0,12.09,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,756.0,11.56,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,757.0,11.04,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,758.0,10.535,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,759.0,10.035,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,760.0,9.555,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,761.0,9.09,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,762.0,8.635,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,763.0,8.215,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,764.0,7.800000000000001,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,765.0,7.375,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,766.0,6.975,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,767.0,6.625,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,768.0,6.27,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,769.0,5.915,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,770.0,5.59,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,771.0,5.265000000000001,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,772.0,4.965,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,773.0,4.67,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,774.0,4.395,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,775.0,4.13,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,776.0,3.875,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,777.0,3.63,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,778.0,3.395,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,779.0,3.185,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,780.0,2.9800000000000004,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,781.0,2.78,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,782.0,2.605,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,783.0,2.43,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,784.0,2.295,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,785.0,2.105,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,786.0,1.96,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,787.0,1.83,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,788.0,1.6949999999999998,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,789.0,1.5750000000000002,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,790.0,1.465,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,791.0,1.365,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,792.0,1.28,0.1232876712328767,0.0,1.0
SPY,2026-08-21,call,751.280029296875,793.0,1.17,0.1232876712328767,0.0,1.0
